,df1,df2,df3,df4,df5,df6,df7
2241,0.0,-0.172,-0.144,-0.141,0.0,0.617,-0.144
2242,-0.559,0.0,0.0,-0.367,-0.559,0.0,-0.559
2243,-0.046,0.0979999999999999,-0.023,0.477,0.0979999999999999,0.0979999999999999,0.477
2244,0.25,-0.187,-0.14,-0.2339999999999999,-0.187,0.375,-0.14
2245,0.031,0.328,0.101,0.812,0.5230000000000001,0.328,0.297
2246,-0.478,-0.415,-0.423,-0.478,-0.415,-0.415,0.202
2247,-0.68,-0.484,-0.68,-0.641,-0.484,-0.484,-0.579
2248,0.0469999999999999,0.1479999999999999,0.0,0.125,0.1479999999999999,0.1479999999999999,0.0469999999999999
2249,-0.055,0.625,0.413,-0.055,0.203,0.203,-0.055
2250,0.0,-0.641,-0.555,-0.281,-0.609,-0.609,0.0
2251,-0.781,-0.633,-0.781,-0.609,-0.617,-0.617,-0.469
2252,-0.397,0.212,-0.429,-0.397,0.212,0.212,0.212
2253,-0.274,0.406,-0.0779999999999999,-0.235,0.406,-0.274,-0.0779999999999999
2254,0.125,0.1089999999999999,-0.071,0.187,0.1089999999999999,0.1089999999999999,0.609
2255,-0.617,-0.559,-0.609,-0.617,-0.559,-0.559,-0.394
2256,0.797,0.797,0.406,0.016,0.797,0.797,0.797
2257,0.0,0.359,0.141,0.14,0.468,0.468,0.141
2258,0.828,0.3119999999999999,0.0,0.0309999999999999,0.0309999999999999,0.0309999999999999,0.0
2259,0.242,-0.03,-0.0939999999999999,0.0859999999999999,-0.03,-0.03,-0.0939999999999999
2260,0.0389999999999999,0.2659999999999999,0.0779999999999999,0.1899999999999999,-0.039,0.719,0.141
2261,0.1639999999999999,0.0389999999999999,0.0779999999999999,0.141,0.0389999999999999,0.016,0.0779999999999999
2262,-0.156,0.125,-0.164,0.141,0.125,0.125,0.125
2263,0.0,-0.672,-0.641,0.0,-0.484,-0.656,-0.539
2264,-0.25,0.508,-0.242,-0.242,0.211,-0.14,-0.242
2265,0.492,0.031,0.281,0.031,0.031,0.875,0.281
2266,-0.288,0.5,-0.156,-0.288,0.5,0.5,-0.156
2267,-0.765,-0.734,-0.578,-0.561,-0.016,-0.734,-0.578
2268,-0.071,0.1559999999999999,-0.179,0.609,0.1559999999999999,-0.047,0.609
2269,-0.024,0.0,0.312,0.656,0.0,0.0,0.0
2270,-0.516,-0.633,-0.617,-0.711,-0.633,-0.633,-0.617
2271,0.295,0.295,0.295,-0.322,0.295,0.295,0.295
2272,0.1639999999999999,-0.063,0.047,-0.063,0.1639999999999999,-0.063,0.047
2273,-0.68,-0.508,-0.68,-0.617,-0.609,-0.484,-0.68
2274,0.484,0.484,-0.297,-0.305,0.484,0.484,-0.297
2275,-0.1749999999999999,0.145,-0.0579999999999999,0.02,0.145,0.145,0.059
2276,-0.68,-0.609,-0.909,-0.633,-0.641,-0.609,-0.851
2277,0.164,0.68,0.008,0.68,0.68,0.196,0.68
2278,0.609,0.609,-0.172,-0.172,0.609,0.2179999999999999,-0.172
2279,0.422,0.1879999999999999,-0.359,0.422,-0.094,0.422,-0.359
2280,0.617,0.0,-0.125,0.617,0.617,-0.008,-0.125
2281,-0.071,0.0619999999999999,-0.024,-0.071,0.125,0.0619999999999999,-0.024
2282,-0.102,-0.078,-0.047,-0.078,-0.078,-0.078,-0.047
2283,-0.0699999999999999,0.547,-0.242,-0.1089999999999999,-0.0699999999999999,-0.0699999999999999,-0.0699999999999999
