,df1,df2,df3,df4,df5,df6,df7
2312,0.42,-0.244,-0.026,0.0219999999999999,-0.244,-0.244,-0.026
2313,-0.382,-0.382,-0.312,-0.382,-0.382,-0.382,-0.136
2314,0.1079999999999999,-0.247,-0.0449999999999999,0.301,-0.247,-0.247,-0.0449999999999999
2315,0.402,-0.1759999999999999,0.0,-0.0669999999999999,-0.1759999999999999,-0.1759999999999999,0.0
2316,0.324,0.158,0.324,0.01,0.158,0.068,0.324
2317,-0.009,-0.084,-0.2259999999999999,-0.174,0.028,0.028,-0.2259999999999999
2318,-0.303,-0.3370000000000001,-0.169,0.0649999999999999,0.0429999999999999,0.0569999999999999,-0.166
2319,-0.2269999999999999,0.471,-0.255,0.471,-0.2269999999999999,-0.2269999999999999,-0.194
2320,0.136,-0.3179999999999999,-0.3179999999999999,0.204,-0.0839999999999999,-0.0839999999999999,-0.3179999999999999
2321,0.0699999999999999,0.029,-0.151,0.0,0.029,0.188,0.023
2322,0.336,0.1149999999999999,-0.0909999999999999,0.0,-0.0909999999999999,-0.0909999999999999,0.1019999999999999
2323,0.169,0.086,0.153,0.169,0.0,-0.002,0.153
2324,-0.305,-0.477,-0.477,-0.537,-0.477,-0.305,-0.477
2325,-0.023,0.323,-0.0779999999999999,0.171,0.323,0.323,0.336
2326,0.591,-0.0439999999999999,0.183,0.0,-0.0439999999999999,-0.0439999999999999,0.479
2327,-0.238,0.0649999999999999,-0.0909999999999999,0.1549999999999999,0.291,0.0649999999999999,-0.0909999999999999
2328,0.1749999999999999,0.3889999999999999,-0.035,-0.035,0.3889999999999999,0.3889999999999999,-0.035
2329,0.0,0.0319999999999999,-0.1089999999999999,0.1139999999999999,0.1569999999999999,0.1569999999999999,-0.1089999999999999
2330,0.138,-0.2079999999999999,-0.135,0.1919999999999999,-0.046,0.044,-0.135
2331,-0.142,-0.445,-0.5130000000000001,-0.142,-0.445,-0.142,-0.411
2332,0.239,0.086,0.184,-0.0269999999999999,0.353,0.2,0.184
2333,0.0379999999999999,-0.147,-0.5050000000000001,-0.004,-0.147,-0.147,-0.194
2334,-0.186,-0.151,-0.091,-0.186,0.0259999999999999,0.0259999999999999,-0.091
2335,-0.138,-0.0709999999999999,-0.0779999999999999,0.049,-0.0709999999999999,0.049,-0.0779999999999999
2336,-0.012,0.0409999999999999,-0.012,0.262,0.0409999999999999,0.0409999999999999,-0.012
2337,0.375,-0.026,-0.026,0.263,-0.026,-0.0599999999999999,0.007
2338,-0.235,-0.185,-0.235,-0.1109999999999999,-0.1109999999999999,-0.1109999999999999,-0.235
2339,0.259,-0.02,0.2979999999999999,0.01,-0.02,-0.02,0.2979999999999999
2340,0.374,0.345,-0.041,0.235,0.345,0.1099999999999999,0.01
2341,-0.165,-0.235,-0.26,0.02,-0.13,-0.13,-0.165
2342,0.088,0.266,0.266,0.1070000000000001,0.0,0.0,0.266
2343,-0.186,-0.096,-0.13,0.0799999999999999,-0.186,-0.186,0.1609999999999999
2344,0.141,-0.067,0.039,-0.138,0.141,-0.067,0.039
2345,0.025,0.048,0.005,0.0949999999999999,0.052,0.052,0.005
2346,0.197,0.016,-0.055,-0.27,-0.2289999999999999,-0.2289999999999999,-0.0899999999999999
2347,0.2089999999999999,-0.173,0.0259999999999999,0.0,-0.173,0.0869999999999999,0.2089999999999999
2348,0.127,0.429,0.0,0.0,0.177,-0.0829999999999999,0.127
2349,0.0,0.343,-0.027,0.397,0.2169999999999999,-0.023,-0.027
2350,-0.091,-0.134,-0.186,0.2059999999999999,-0.134,-0.134,-0.186
2351,-0.228,-0.173,-0.346,0.012,-0.228,-0.228,-0.346
2352,-0.053,0.0,-0.088,0.0389999999999999,-0.188,-0.188,-0.088
2353,0.425,0.0899999999999999,0.304,0.515,0.0899999999999999,0.0899999999999999,0.304
2354,0.5519999999999999,0.247,0.0949999999999999,-0.007,0.2729999999999999,0.2729999999999999,0.0949999999999999
2355,-0.118,-0.0929999999999999,-0.031,0.642,0.046,0.046,-0.023
2356,0.0,0.0699999999999999,0.0,-0.1019999999999999,0.0699999999999999,0.0699999999999999,0.0
2357,-0.264,0.008,-0.2039999999999999,-0.264,0.0,0.0,-0.2039999999999999
2358,0.168,0.239,0.01,0.5,0.239,0.239,0.145
2359,0.432,0.8,0.319,0.433,0.8,0.102,0.319
2360,0.1589999999999999,-0.019,-0.051,0.3039999999999999,0.2869999999999999,0.2869999999999999,-0.051
2361,0.0569999999999999,0.2299999999999999,0.1049999999999999,0.002,0.0849999999999999,-0.118,0.1649999999999999
2362,-0.023,-0.141,-0.2329999999999999,0.201,-0.023,-0.023,0.04
2363,0.254,0.254,0.1119999999999999,0.582,0.254,0.254,0.5229999999999999
2364,0.1229999999999999,-0.118,-0.155,-0.025,-0.118,-0.118,-0.012
2365,0.426,0.0789999999999999,0.253,-0.018,0.0789999999999999,0.0789999999999999,0.253
2366,0.1149999999999999,0.725,0.036,0.725,0.725,0.725,0.0599999999999999
2367,0.162,0.675,0.418,0.029,0.2390000000000001,0.0,0.506
2368,0.0,-0.0709999999999999,0.1060000000000001,0.392,0.097,0.129,0.1060000000000001
2369,0.0529999999999999,-0.1129999999999999,0.261,0.0629999999999999,0.0,0.0,0.261
2370,0.4299999999999999,-0.008,-0.1080000000000001,0.1629999999999999,-0.008,-0.008,-0.1080000000000001
2371,-0.091,-0.1579999999999999,-0.3879999999999999,-0.448,-0.1579999999999999,-0.1579999999999999,-0.3879999999999999
2372,0.016,0.041,-0.0609999999999999,0.239,0.041,-0.0609999999999999,-0.0609999999999999
2373,0.138,0.347,0.138,0.286,0.2179999999999999,0.2179999999999999,0.138
2374,0.0529999999999999,0.0529999999999999,-0.045,0.0559999999999999,0.0529999999999999,0.0529999999999999,0.1169999999999999
2375,0.077,0.098,0.098,0.2280000000000001,0.098,0.098,0.098
2376,0.0,-0.1449999999999999,0.0,-0.1449999999999999,0.135,0.04,0.087
2377,0.336,0.061,0.005,0.171,0.061,0.061,0.005
2378,-0.145,0.0,-0.12,-0.12,0.0,0.0,-0.12
2379,0.126,-0.035,-0.2319999999999999,-0.165,-0.123,-0.123,-0.04
2380,-0.096,-0.151,-0.151,-0.096,0.1409999999999999,-0.151,-0.151
2381,-0.041,-0.2179999999999999,-0.2179999999999999,0.194,-0.023,-0.023,-0.2179999999999999
2382,0.137,0.0439999999999999,-0.043,-0.094,0.0439999999999999,0.0439999999999999,0.235
2383,0.288,0.243,0.239,0.391,0.532,0.382,0.039
2384,0.394,0.005,-0.3309999999999999,-0.2309999999999999,0.005,0.005,-0.3309999999999999
2385,-0.3209999999999999,-0.1439999999999999,-0.1439999999999999,-0.2319999999999999,-0.1439999999999999,-0.1439999999999999,-0.1439999999999999
